ID,FORM,XPOSTAG,NER
14699,mu,N,O
14699,nigir-ki-ag2,NE,PN
14699,{d}lugal-ni,NE,DN
14699,ba-hun,V,O
14700,lugal-a-mu,NE,PN
14701,sipa-inim-gi-na-ka,NE,PN
14702,1(disz),NU,O
14702,tug2,N,O
14702,lugal-nesag-e,NE,PN
14702,giri17-dab5,N,O
14703,6(disz),NU,O
14703,1/2(disz),NU,O
14703,sar,N,O
14703,kin,N,O
14703,sahar,N,O
14703,e,N,O
14703,sa-dur2-ra,N,O
14703,a-sza3,N,O
14703,igi-e2-duru5-lugal-igi,NE,FN
14704,nu-banda3,N,O
14704,szu-{d}dam-ki-na,NE,PN
14705,i3-li2-NE,NE,PN
14705,dumu,N,O
14705,ur-{d}iszkur,NE,PN
14706,e2-TUL2,NE,PN
14707,ab-u2-si,NE,PN
14708,geszimmar-du3-a,NE,FN
14708,nibru{ki}-sze3,NE,SN
14709,2(disz),NU,O
14709,sila4,N,O
14709,{d}szul-gi-...,NE,PN
14709,sanga,N,O
14710,ki,N,O
14710,lu2-ga,NE,PN
14711,nig2-ka9-ak,N,O
14711,lu2,N,O
14711,nig2-dab5-ba-ke4-ne,N,O
14712,{d}utu-sag10,NE,PN
14712,dam-gar3,N,O
14713,kiszib3,N,O
14713,da-hi-ip-pi-sza-al,NE,PN
14714,i-di3-NE-a,NE,PN
14714,i3-dab5,V,O
14715,kiszib3,N,O
14715,lu2-nin-ga2,NE,PN
14716,3(asz),NU,O
14716,gur,N,O
14716,szuku,N,O
14716,|PU3.SZA|-dingir-szum,NE,PN
14717,e2-KA-nun-di,NE,PN
14718,i-la-ak-nu-id,NE,PN
14719,{d}inanna-lu2-ti-ti,NE,PN
14720,mu,N,O
14720,iri-sa12-rig8{ki},NE,GN
14720,ba-hul,V,O
14721,1(disz),NU,O
14721,du-bu-du-bu,NE,PN
14722,2(disz),NU,O
14722,nu-ur2-a,NE,PN
14723,lugal-lal3,NE,FN
14723,gub-ba,V,O
14724,dumu,N,O
14724,ur-{d}nin-kur,NE,PN
14724,szusz3,N,O
14725,e2,N,O
14725,x-ke4-ne,NE,DN
14726,sza3,N,O
14726,umma{ki}-ta,NE,SN
14727,unug{ki}-a,NE,GN
14727,u3,CNJ,O
14727,nibru{ki}-ta,NE,SN
14727,gen-na,V,O
14728,ur-gu-ga,NE,PN
14729,{d}szu-{d}suen(EN),NE,RN
14730,lagas{ki}-a,NE,GN
14730,u3,CNJ,O
14730,nibru{ki}-ta,NE,SN
14730,gen-na,V,O
14731,a-sza3,N,O
14731,sza3,NE,FN
14732,ki,N,O
14732,lu2-du-x,NE,PN
14732,sipa-ta,N,O
14733,nunuz-za-bu-ka,NE,PN
14734,{d}GIG-ra-a,NE,PN
14734,uru4-sze3,V,O
14734,gen-na,V,O
14735,kiszib3,N,O
14735,{d}nin-ildu-ma,NE,PN
14736,1(u),NU,O
14736,2(disz),NU,O
14736,2/3(disz),NU,O
14736,sar,N,O
14736,kab2-ku5,N,O
14736,tug2-gesz,NE,FN
14737,giri3,N,O
14737,szu-ma-ma,NE,PN
14737,lu2,N,O
14737,kin-gi4-a,N,O
14737,lugal,N,O
14738,kiszib3,N,O
14738,ur-{d}ma-mi-tum,NE,PN
14738,szusz3,N,O
14739,kiszib3,N,O
14739,a-wi-x,NE,PN
14740,a-a-kal-la,NE,PN
14740,3(disz),NU,O
14740,sa6-dingir-zu,NE,PN
14741,9(bur3),N,O
14741,2(esze3),N,O
14741,1(iku),N,O
14741,GAN2,N,O
14741,ha-...,NE,FN
14742,2(gesz2),NU,O
14742,gur,N,O
14742,a-sza3,N,O
14742,ul4-ul4-gin7-U,NE,FN
14743,a-na-na,NE,PN
14744,kiszib3,N,O
14744,nin-e-bar-ga2,NE,PN
14745,2(disz),NU,O
14745,i3-li2-la-ad,NE,PN
14746,ki,N,O
14746,lugal-iti-da,NE,PN
14746,dumu,N,O
14746,giri3-ni-ta,NE,PN
14747,5(disz),NU,O
14747,sila3,N,O
14747,zi3,N,O
14747,szu-szakir,NE,PN
14748,{d}nin-gi4-li2-in,NE,PN
14748,engar,N,O
14749,ki,N,O
14749,{d}utu-ma-sum,NE,PN
14750,{d}USZ-ka-limmu2,NE,PN
14751,sza3,N,O
14751,pisan,N,O
14751,bi2-la-la,NE,PN
14751,ensi2-ka,N,O
14752,en-ni-lu,NE,PN
14752,dumu,N,O
14752,u2-us2-du-ga-an,NE,PN
14753,kab2-ku5,N,O
14753,nag-x-x,NE,FN
14754,mu,N,O
14754,us2-sa,V,O
14754,bu-li{ki},NE,GN
14754,ba-hul,V,O
14755,ki,N,O
14755,ku-du10-lal3,NE,PN
14755,aszgab-ta,N,O
14756,szunigin,N,O
14756,...,O,O
14756,1(gesz2),NU,O
14756,2(u),NU,O
14756,3(disz),NU,O
14756,ud5,N,O
14756,ba-usz2,V,O
14757,ki,N,O
14757,nam-mah-uru11{ki},NE,PN
14758,u3,CNJ,O
14758,a-sza3,N,O
14758,i7,N,O
14758,ambar-ra-ka,NE,WN
14759,GAN2,N,O
14759,{d}nin-mar{ki}-ama,NE,PN
14760,3(asz),NU,O
14760,saga,V,O
14760,{d}szul-za-gin3-na,NE,PN
14761,{d}ba-ba6-x-x,NE,PN
14762,szunigin,N,O
14762,4(u),NU,O
14762,4(asz),NU,O
14762,4(barig),N,O
14762,gur,N,O
14762,nig2-szuku,N,O
14763,mu,N,O
14763,{gesz}gu-za,N,O
14763,ma-al-ku-um,NE,DN
14763,ba-dim2,V,O
14764,nig2-szu-na-du10,NE,PN
14765,ki,N,O
14765,dingir-ga2-ab-e-kam,NE,PN
14766,kiszib3,N,O
14766,a-gu4,NE,PN
14767,a-gesztin-{d}nin-...,NE,FN
14767,gub-ba,V,O
14768,2(asz),NU,O
14768,2(barig),N,O
14768,zu-zu-a,NE,PN
14769,in-la2-e-a,V,O
14770,dara3-abzu,NE,PN
14770,sagi,N,O
14770,maszkim,N,O
14771,6(disz),NU,O
14771,1/2(disz),NU,O
14771,sar,N,O
14771,kin,N,O
14771,sahar,N,O
14771,e,N,O
14771,sa-dur2-ra,N,O
14771,a-sza3,N,O
14771,a2-mi2-igi-e2-duru5-szu-esz18-dar,NE,FN
14772,...,O,O
14772,lugal-a-ni-sa6,NE,PN
14773,zi3-gu,N,O
14773,diri-sze3,N,O
14774,ki,N,O
14774,me-da-u2,NE,PN
14775,szu,N,O
14775,lugal-sze3,N,O
14776,2(disz),NU,O
14776,e2-a-ma-ba,NE,PN
14777,giri3,N,O
14777,lugal-banda3{da},NE,PN
14777,sukkal,N,O
14777,lugal,N,O
14778,4(asz),NU,O
14778,du,V,O
14778,HI(KAM)-i3-li2,NE,PN
14779,lugal-szu-da-ri2,NE,PN
14780,mu,N,O
14780,us2-sa,V,O
14780,szuruppak(|LAM.SU.RU|){ki},NE,GN
14780,ba-hul,V,O
14781,3(asz),NU,O
14781,i-din-na-dam,NE,PN
14782,2(disz),NU,O
14782,ur-{d}esz3-he-nun,NE,PN
14783,kiszib3,N,O
14783,ki-ab-ba,NE,PN
14784,2(barig),N,O
14784,3(ban2),N,O
14784,geme2-{d}lugal-zi-da,NE,PN
14785,ta2-hi-isz-sze-en,NE,PN
14785,a-ta,N,O
14785,de6-a,V,O
14786,GAN2,N,O
14786,li-bur-i3-li2,NE,PN
14787,2(barig),N,O
14787,3(ban2),N,O
14787,{d}amar-{d}suen-{d}utu-mu,NE,PN
14788,ki,N,O
14788,a-na-ku-ge,NE,PN
14789,sa2-du11,N,O
14789,na-na-a,NE,DN
14790,5(disz),NU,O
14790,ansze,N,O
14790,hi-a,V,O
14791,...,O,O
14791,la2,V,O
14791,1(disz),NU,O
14791,...,O,O
14792,ki,N,O
14792,inim-inim-ma,NE,PN
14793,lugal,N,O
14793,kisz-ka3-ti{ki},NE,GN
14793,ga:esz8{sar}{ki},NE,GN
14794,mu,N,O
14794,en,N,O
14794,x-x,NE,DN
14794,masz-e,N,O
14794,i3-pa3,V,O
14795,1(ban2),N,O
14795,5(disz),NU,O
14795,{d}szara2-ba-an-sa6,NE,PN
14795,...,O,O
14796,dumu,N,O
14796,alim-lu,NE,PN
14797,a-sza3,N,O
14797,en-{d}nansze,NE,FN
14798,u4,N,O
14798,8(disz)-kam,NU,O
14799,nin-es3-sa2,NE,PN
14800,giri3,N,O
14800,ia3-a-ba-ra-ad,NE,PN
14801,1(asz),NU,O
14801,gur,N,O
14801,ARAD2-de3,NE,PN
14802,ki,N,O
14802,ezem-{d}...,NE,PN
14803,a-sza3,N,O
14803,kab-e-gar,NE,FN
14804,giri3,N,O
14804,{d}nin-za3-a-sa-na,NE,PN
14805,kab2-ku5,N,O
14805,gibil,NE,FN
14806,igi-6(disz)-gal2,NU,O
14806,1(u),NU,O
14806,5(disz),NU,O
14806,sze,N,O
14806,apin-la2,N,O
14806,lugal-sza3-la2-tuku,NE,PN
14806,szuku,N,O
14806,lugal-szu4,NE,PN
14806,gab2-ra,N,O
14807,ha-ha-a,NE,PN
14808,ugula,N,O
14808,ur-{d}suen,NE,PN
14809,1(disz),NU,O
14809,udu,N,O
14809,1(disz),NU,O
14809,masz2,N,O
14810,ur-ma-am6,NE,PN
14811,ki,N,O
14811,lugal-tur,NE,PN
14812,1(asz),NU,O
14812,saga,V,O
14812,a2-nin-ga2,NE,PN
14813,{d}utu-i3-kusz2,NE,PN
14814,siskur2,N,O
14814,nin-lil,NE,DN
14815,ugu2,N,O
14815,a-ta2-kal2-szum,NE,PN
14815,ba-a-gar,V,O
14816,1(barig),N,O
14816,ur-e2-babbar2,NE,PN
14816,simug,N,O
14817,ki,N,O
14817,nigar{gar}-{d}ba-ba6,NE,PN
14818,dumu,N,O
14818,sza3-ba-sag10,NE,PN
14818,szusz3,N,O
14819,dumu,N,O
14819,{d}szul-gi-AB-GAB,NE,PN
14819,kuruszda,N,O
14820,szu-{d}szara2,NE,PN
14820,sukkal,N,O
14820,gaba-ta,N,O
14821,lugal-{d}en-lil2,NE,PN
14821,ugula,N,O
14821,usz-bar,N,O
14822,giri3,N,O
14822,KU-x-nin-x,NE,PN
14823,ur-{d}nin-erisz,NE,PN
14824,sag-nig2-gur11-ra,N,O
14824,x{ki},NE,SN
14824,de6-a,V,O
14825,ki,N,O
14825,lugal-a-tu5,NE,PN
14826,ur-dub-la2,NE,PN
14826,aszgab,N,O
14827,dingir-ama-i3-sa6,NE,PN
14828,ki,N,O
14828,lugal-e2-ba-an-sa6,NE,PN
14829,usz-bar-{d}szu-{d}suen-ka,NE,PN
14829,kuruszda,N,O
14830,3(u),NU,O
14830,1(disz),NU,O
14830,u8,N,O
14830,1(gesz2),NU,O
14830,8(disz),NU,O
14830,udu,N,O
14831,ugula,N,O
14831,du-ul-le-be-lu-ug,NE,PN
14832,dumu,N,O
14832,lugal-an-da,NE,PN
14833,1(asz),NU,O
14833,2(ban2),N,O
14833,szu-igi-sze3-du,NE,PN
14834,Bu3-lu5-lu5,NE,PN
14835,siskur2,N,O
14835,u4-sakar,N,O
14835,dub-la2-mah-a,NE,TN
14836,2/3(disz),NU,O
14836,gin2,N,O
14836,1(u),NU,O
14836,5(disz),NU,O
14836,sze,N,O
14836,apin-la2,N,O
14836,lulim{lim},NE,PN
14836,dumu,N,O
14836,...-ga-ba,NE,PN
14837,zi-ga,N,O
14838,ki,N,O
14838,geme2-e2-an-na,NE,PN
14839,3(disz),NU,O
14839,amar-ku6-a{ki},NE,PN
14840,i7,N,O
14840,gibil,V,O
14840,i7-nina{ki}-sze3-du-ka,NE,WN
14841,ki,N,O
14841,bu3-ga-ti,NE,PN
14842,2(disz),NU,O
14842,wa-ru-ru,NE,PN
14843,nig2-ka9-ak,N,O
14843,pa3-da,NE,PN
14843,dam-gar3,N,O
14844,giri3,N,O
14844,{d}nanna-kam,NE,PN
14844,szu-i,N,O
14845,3(asz),NU,O
14845,ur-pu2,NE,PN
14845,min-kam,NU,O
14846,giri3,N,O
14846,{d}esz5-pesz,NE,PN
14847,sza3,N,O
14847,e2,N,O
14847,{d}nin-ildux(NAGAR)-ma,NE,DN
14848,ki,N,O
14848,a2-an-du,NE,PN
14848,sipa-ta,N,O
14849,ki-su7,N,O
14849,si-du8-du-ma,NE,FN
14849,gub-ba,V,O
14850,a2-kusz3-{d}mar-tu,NE,PN
14850,dumu,N,O
14850,nu-banda3,N,O
14851,dumu,N,O
14851,i3-li2-zu,NE,PN
14852,ki-su7,N,O
14852,{d}nin-gir2-su-siskur-zi-da-{d}nansze,NE,FN
14852,gub-ba,V,O
14853,1(barig),N,O
14853,lu2-sza3-gu2,NE,PN
14854,2(disz),NU,O
14854,ur-{gi}gigir,NE,PN
14854,dumu,N,O
14854,uri5{ki}-ki-du10,NE,PN
14855,a-sza3,N,O
14855,lum-ma-da-mu2-a,NE,FN
14856,...,O,O
14856,gurusz-gin7-du,NE,PN
14857,a-sza3,N,O
14857,uz-u3-...-sa6,NE,FN
14858,giri3,N,O
14858,zu-u2-zu,NE,PN
14858,szar2-ra-ab-du,N,O
14859,hu-ur5-li-du,NE,PN
14860,e2-kin-gur-ra,NE,PN
14860,dam-gar3,N,O
14861,dumu,N,O
14861,lu2-{d}li-ia3,NE,PN
14862,3(asz),NU,O
14862,szu-gab2-da,NE,PN
14863,da-zi,NE,PN
14864,mu,N,O
14864,ur-gur,NE,PN
14865,ki,N,O
14865,|PU3.SZA|-lu-ni,NE,PN
14866,dumu,N,O
14866,gu2-ab-ba-ki-du10,NE,PN
14867,3(disz),NU,O
14867,{d}ba-ba6-bar-ga2,NE,PN
14868,a-sza3,N,O
14868,be6-li-ha-GAN2-ur-mes,NE,FN
14869,3(disz),NU,O
14869,mu-ni-ni,NE,PN
14870,dumu,N,O
14870,u2-du-ma-ma,NE,PN
14871,mu,N,O
14871,us2-sa,V,O
14871,da-szi-bi2-we{ki},NE,GN
14871,ba-hul,V,O
14872,zabar-dab5,N,O
14872,maszkim,N,O
14873,1(disz),NU,O
14873,an-nu-ni-tum-ma,NE,PN
14874,kiszib3,N,O
14874,en-szu,NE,PN
14875,1(asz),NU,O
14875,saga,V,O
14875,ama-kal-la,NE,PN
14876,3(asz),NU,O
14876,sag-sug5,NE,PN
14877,(x),O,O
14877,2(asz),NU,O
14877,kiszib3,N,O
14877,e2-{d}szara2,NE,PN
14878,i-ku-nu-um,NE,PN
14878,mar-tu,NE,EN
14879,5(disz),NU,O
14879,gukkal,N,O
14879,da-da-x-x,NE,PN
14880,2(asz),NU,O
14880,du,V,O
14880,{d}nanna-e-mu-ri-na-ba-szu-asz,NE,PN
14881,mar-tu,NE,EN
14881,dumu,N,O
14881,be-li2-bi2,NE,PN
14882,in-in,NE,PN
14882,sukkal,N,O
14882,gaba-ta,N,O
14883,dumu,N,O
14883,i-szim-{d}szul-gi,NE,PN
14884,ki,N,O
14884,nin-si-sa2,NE,PN
14885,zi-ga,V,O
14885,kasz-de2-a,N,O
14886,mu,N,O
14886,{d}utu-ha-ma-ti,NE,PN
14886,{d}inanna,NE,DN
14886,ba-hun,V,O
14887,sukkal,N,O
14887,sze-lugal-nig2-zu-kam,NE,PN
14887,szu,N,O
14887,ba-ti,V,O
14888,giri3,N,O
14888,e-te-il-pu3-{d}da-gan,NE,PN
14889,kab2-ku5,N,O
14889,nam-nun-da,NE,FN
14889,gub-ba,V,O
14890,2(disz),NU,O
14890,usz-x,NE,PN
14890,dumu,N,O
14890,{d}lamma-re-di-mu,NE,PN
14891,ha-li2,NE,PN
14892,a-sza3,N,O
14892,muru13-GAN2-{d}gu-la,NE,FN
14893,lugal-szuba3-zi,NE,PN
14894,2(asz),NU,O
14894,2(barig),N,O
14894,arad-edin-na,NE,PN
14895,dingir-illat,NE,PN
14896,1(barig),N,O
14896,2(ban2),N,O
14896,sze,N,O
14896,ur5-ra,N,O
14896,kiszib3,N,O
14896,ur-ki-dagal,NE,PN
14897,lu2-kisal-la2,NE,PN
14897,szu,N,O
14897,ba-ti,V,O
14898,hu-ul-li-bar,NE,PN
14899,a2,N,O
14899,usz-bar,N,O
14900,i-mi,NE,RN
14901,gu-ri-gu2-u3-tu,NE,PN
14902,3(disz),NU,O
14902,ni-da-ab-bi,NE,PN
14902,dumu,N,O
14902,ni-ig-bi,NE,PN
14903,1(disz),NU,O
14903,gin2,N,O
14903,ku3-babbar,N,O
14903,...-du,NE,PN
14904,u3-mu-ni-zal,NE,PN
14904,i3-dab5,V,O
14905,ki,N,O
14905,du11-ge,NE,PN
14906,ki,N,O
14906,ur-zi-mu,NE,PN
14907,lugal-ku3-zu,NE,PN
14908,ki,N,O
14908,en-eridu{ki}-kam,NE,PN
14909,ki,N,O
14909,ma2-mu-ba-NI-us2,NE,PN
14910,kiszib3,N,O
14910,lu2-{d}x-x-x-x,NE,PN
14910,nu-banda3,N,O
14911,ki,N,O
14911,sza3-la2-tum,NE,PN
14912,9(disz),NU,O
14912,1/2(disz),NU,O
14912,gurusz,N,O
14912,gi,N,O
14912,ku5-ra2,V,O
14912,2(u),NU,O
14912,sar-ta,N,O
14913,ARAD2,N,O
14913,...-i3-li2,NE,PN
14914,2(disz),NU,O
14914,lugal-uri2{ki}-ma-tusz-a,NE,PN
14914,dumu,N,O
14914,lugal-uszurx,NE,PN
14915,giri3,N,O
14915,ur-{d}pirig(AZ)-tur,NE,PN
14916,a-sza3-ge,N,O
14916,a,N,O
14916,du11-ga,V,O
14917,ugula,N,O
14917,szu-ma-am3,NE,PN
14918,a-sza3,N,O
14918,ab-u5,NE,FN
14919,1(u),NU,O
14919,4(disz),NU,O
14919,gu4,N,O
14919,gesz,N,O
14920,1(disz),NU,O
14920,gu4,N,O
14920,niga,V,O
14920,3(disz),NU,O
14920,udu,N,O
14920,niga,V,O
14921,lu2-me-x-x,NE,PN
14922,kiszib3,N,O
14922,lugal-buru14,NE,PN
14923,1(u),NU,O
14923,9(disz),NU,O
14923,sar,N,O
14923,6(disz),NU,O
14923,gin2,N,O
14923,kab2-ku5,N,O
14923,ka-gu4-gu-sag-ga2,NE,FN
14924,giri3-szu-egir,NE,PN
14925,1(disz),NU,O
14925,udu,N,O
14925,niga,V,O
14925,ba-usz2,V,O
14926,igi,N,O
14926,geme2-ge6-par4,NE,PN
14927,a-sza3,N,O
14927,da-hul2-la-{d}nansze,NE,FN
14928,i3-dub,N,O
14928,a-sza3,N,O
14928,KU-PAD-nig2-du10,NE,FN
14929,gu2,N,O
14929,i7,N,O
14929,i7-tum-ma-al,NE,WN
14930,4(u),NU,O
14930,x-ambar,NE,FN
14931,i7,N,O
14931,gibil,V,O
14931,e2-duru5-{d}amar-{d}suen-ka,NE,WN
14932,giri3,N,O
14932,pu3-MUSZ3-bi,NE,PN
14933,2(asz),NU,O
14933,a-hu(RI)-ba-qar,NE,PN
14934,szuku,N,O
14934,diri,V,O
14934,i7,N,O
14934,i7-idigna-ka,NE,WN
14934,4(ban2),N,O
14934,3(disz),NU,O
14934,1/3(disz)-ta,NU,O
14935,szunigin,N,O
14935,2(ban2),N,O
14935,7(disz),NU,O
14935,sila3,N,O
14935,kasz,N,O
14935,2(ban2),N,O
14935,2(disz),NU,O
14935,sila3,N,O
14935,ninda,N,O
14935,1(u),NU,O
14935,4(disz),NU,O
14935,sa,N,O
14935,szum2,N,O
14936,zi-ga,V,O
14936,szu-nir,N,O
14937,u3,CNJ,O
14937,dam,N,O
14937,dumu-na,N,O
14938,siskur2,N,O
14938,giri3,N,O
14938,lugal-e-ba-an-sa6,NE,PN
14938,igi-du8,N,O
14939,a-sza3,N,O
14939,GAN2-lu2-{d}szara2,NE,FN
14940,1(disz),NU,O
14940,udu,N,O
14940,niga,V,O
14940,3(disz)-kam,NU,O
14940,us2,V,O
14941,ki,N,O
14941,ama-lal3-ab-ba,NE,PN
14942,giri3,N,O
14942,amar-lu2,NE,PN
14943,lu2-{d}ba-ba6,NE,PN
14943,szabra,N,O
14944,kiszib3,N,O
14944,i-din-dingir,NE,PN
14944,dub-sar,N,O
14945,nin9-me-lam2,NE,PN
14945,i3-dab5,V,O
14946,nin-arhusz-su3,NE,PN
14947,i-i3-li2,NE,PN
14947,lu2,N,O
14947,kin-gi4-a,N,O
14947,lugal,N,O
14948,ki,N,O
14948,{d}suen-isz-ti-gal,NE,PN
14949,kiszib3,N,O
14949,bar-ku3-ge,NE,PN
14950,a-ba-ar-du-uk,NE,PN
14951,ki,N,O
14951,ur-x-lil2,NE,PN
14952,lu2,N,O
14952,i-din-{d}utu,NE,PN
14952,sukkal,N,O
14953,da-ga,NE,PN
14954,du6-lugal-u5-a,NE,FN
14954,nibru{ki}-sze3,NE,SN
14955,dumu,N,O
14955,{d}EN-x,NE,PN
14956,asz2-te-ni-ib,NE,PN
14956,engar,N,O
14957,3(disz),NU,O
14957,gin2,N,O
14957,i3,N,O
14957,2(disz),NU,O
14957,gin2,N,O
14957,naga,N,O
14957,gu-u2-a,NE,PN
14958,za-nu-du-uk,NE,PN
14959,giri3,N,O
14959,lu2-sukkal-an-ka,NE,PN
14960,1(disz),NU,O
14960,sila4,N,O
14960,i3-zu-ma,NE,PN
14961,nig2-dab5,N,O
14961,du6-ku3-ga,N,O
14961,kiszib3,N,O
14961,dul9,NE,PN
14962,giri3,N,O
14962,{d}en-lil2-e-gar,NE,PN
14963,1(u),NU,O
14963,gin2,N,O
14963,sze-li,N,O
14964,ugula,N,O
14964,{d}szara2-bi2-kusz2,NE,PN
14965,li-bur-si2-im-ti,NE,PN
14966,dam,N,O
14966,giri3-{d}nin-dar-a-i3-dab5,NE,PN
14967,1(u),NU,O
14967,9(disz),NU,O
14967,sar,N,O
14967,6(disz),NU,O
14967,gin2,N,O
14967,kab2-ku5,N,O
14967,a-bu3-ka,NE,FN
14968,dumu,N,O
14968,i3-li2-asz-ra-x,NE,PN
14969,lugal,N,O
14969,sza-mi{ki},NE,GN
14969,sze-sze-il{ki},NE,GN
14970,sag-ub5{ki},NE,GN
14970,u3,CNJ,O
14970,nibru{ki}-ta,NE,SN
14970,gen-na,V,O
14971,ur-{d}nin-mu2,NE,PN
14972,dumu,N,O
14972,i3-li2-e-ri-ba-am,NE,PN
14973,mu,N,O
14973,us2-sa,V,O
14973,du-du-ul{ki},NE,GN
14973,ba-hul,V,O
14974,1(u),NU,O
14974,2(disz),NU,O
14974,udu,N,O
14974,u2,N,O
14974,bar-gal2,N,O
14975,a-hu-a-ti,NE,PN
14976,giri3,N,O
14976,du11-ga-zi-da,NE,PN
14976,lu2,N,O
14976,kin-gi4-a,N,O
14976,lugal,N,O
14977,3(asz),NU,O
14977,gur,N,O
14977,szuku,N,O
14977,lu2-a-tu5-lugal,NE,PN
14978,1(u),NU,O
14978,5(asz),NU,O
14978,giri3,N,O
14978,lu2-en-nu,NE,PN
14979,bu3-lu5-mu,NE,PN
14980,szuku,N,O
14980,diri,V,O
14980,i7,N,O
14980,i7-sag-erin-du8-a,NE,WN
14980,4(ban2),N,O
14980,3(disz),NU,O
14980,1/3(disz)-ta,NU,O
14981,1(barig),N,O
14981,3(ban2),N,O
14981,dabin,N,O
14982,ugu2,N,O
14982,{d}x-ki,NE,PN
14982,ba-a-gar,V,O
14983,amar-szuba2,NE,PN
14984,nig2-dab5,N,O
14984,dug,N,O
14984,tu7,N,O
14984,ki,N,O
14984,en-sza3-ku3-ge,NE,PN
14985,1(asz),NU,O
14985,i-gi4,NE,PN
14985,aszgab,N,O
14986,n,NU,O
14986,n(barig),N,O
14986,1(ban2),N,O
14986,gur,N,O
14986,ki,N,O
14986,i3-lu-lu-tar-si,NE,PN
14987,lu2-lal3-a-mu,NE,PN
14988,dumu,N,O
14988,lugal-ku4,NE,PN
14989,a2-kal-la,NE,PN
14990,ki,N,O
14990,nu-x-u3-li2,NE,PN
14991,x,O,O
14991,ur-adda,NE,PN
14992,nin-a-zu,NE,PN
14992,i3-dab5,V,O
14993,3(disz),NU,O
14993,a-a-lu2-...,NE,PN
14994,lu2-{d}en-lil2-la2,NE,PN
14995,1(disz),NU,O
14995,lugal-sag-gi-x,NE,PN
14995,zadim,N,O
14996,gesz-i3-bi,N,O
14996,4(asz),NU,O
14996,gur,N,O
14997,giri3,N,O
14997,lugal-ukken-ne,NE,PN
14998,1(gesz2),NU,O
14998,2(u),NU,O
14998,4(disz),NU,O
14998,udu,N,O
14999,giri3,N,O
14999,e2-du10-ga,NE,PN
15000,zi-mu,NE,PN
15001,6(asz),NU,O
15001,gur,N,O
15001,szuku,N,O
15001,|PU3.SZA|-i3-li2,NE,PN
15001,ra2-gaba,N,O
15002,am3,NE,PN
15003,u3,CNJ,O
15003,ku-ga,NE,PN
15004,kiszib3,N,O
15004,ur-x,NE,PN
15005,lu2-{d}nam-an-ka,NE,PN
15005,sukkal,N,O
15005,gaba-ta,N,O
15006,a-sza3,N,O
15006,ab-bu-u4-gu-la,NE,FN
15007,lu2-bu-a,NE,PN
15008,a-sza3,N,O
15008,a-x-a,NE,FN
15009,ki,N,O
15009,a2-bi2-li2-a2,NE,PN
15010,szuku,N,O
15010,diri,V,O
15010,i7,N,O
15010,i7-u3-sur,NE,WN
15010,4(ban2),N,O
15010,3(disz),NU,O
15010,1/3(disz)-ta,NU,O
15011,3(asz),NU,O
15011,du,V,O
15011,szu-ta2-pu-li2,NE,PN
15012,mu,N,O
15012,dam,N,O
15012,geme2-uri3-na,NE,PN
15013,szu,N,O
15013,lugal-in-x,NE,PN
15014,dumu,N,O
15014,ip-ti-dingir,NE,PN
15014,kuruszda,N,O
15015,2(disz),NU,O
15015,ki-banszur,NE,PN
15016,ugula,N,O
15016,e2-dam-e-si,NE,PN
15017,esz18-dar-x-szu,NE,PN
15018,lu2-inim-ma-bi-me,N,O
15019,mu,N,O
15019,an-sza-an,NE,GN
15019,ba-hul,V,O
15020,ka-ba,NE,PN
15021,szuku,N,O
15021,a-a-ni-szu,NE,PN
15022,kiszib3,N,O
15022,|PU3.SZA|-{d}nu-musz-da,NE,PN
15022,dub-sar,N,O
15023,dumu,N,O
15023,...-a-nag,NE,PN
15024,a-ninda-ka,NE,PN
15025,giri3,N,O
15025,lu2-x-x-x,NE,PN
15026,5(disz),NU,O
15026,sila3,N,O
15026,zi3,N,O
15026,lugal-dur2-mah,NE,PN
15027,zah3,V,O
15027,szu-i,NE,PN
15028,x,O,O
15028,sila3,N,O
15028,i3-nun,N,O
15028,du10-ga,V,O
15029,ugula,N,O
15029,pa-ni-tum,NE,PN
15030,dumu,N,O
15030,ur-sag-pa-e3,NE,PN
15031,lugal-{gesz}kiri6,NE,PN
15031,...,NE,PN
15031,ba-na-...,V,O
15032,giri3,N,O
15032,lugal-x-x-x,NE,PN
15032,sa12-du5,N,O
15033,2(disz),NU,O
15033,ama-ur4-sza3-ge,NE,PN
15033,dumu,N,O
15033,ur-zu,NE,PN
15034,ki,N,O
15034,pa2-pa2-an-sze-en,NE,PN
15035,lugal-mu-su-da,NE,PN
15036,mu,N,O
15036,iri-ni-kisz{ki},NE,GN
15036,ba-hul,V,O
15037,esz3-am3,NE,PN
15038,mu,N,O
15038,{d}i-bi2-{d}suen,NE,RN
15038,lugal,N,O
15038,bad3-gal-bi,N,O
15038,mu-du3,V,O
15039,gesztin-a:ki,NE,PN
15040,ki,N,O
15040,ba-...,NE,PN
15041,a-sza3,N,O
15041,lal3-ha,NE,FN
15042,5(u),NU,O
15042,6(disz),NU,O
15042,udu,N,O
15042,u2,N,O
15042,bar-su-ga,V,O
15043,nig2-mu10-us2-sa2,N,O
15043,e2,N,O
15043,a-hu-ti-im,NE,PN
15044,{d}szul-gi-sza-am3-szi,NE,PN
15045,1(disz),NU,O
15045,gukkal,N,O
15045,siskur2,N,O
15045,ma2,N,O
15045,{d}nin-tu-ka,NE,DN
15046,ku3-bi,N,O
15046,2(disz),NU,O
15046,sze,N,O
