,Text,NER
9100, 'ur-{d}szu4-gan-na',PN
9101, 'HU-USZ',PN
9102, 'MUSZ3-za',PN
9103, 'u2-za-ar-ba-ba-ti{ki}',GN
9104, 'ma2-...-KU',PN
9105, 'ki-ga-li',PN|FN
9106, 'ma-da-kisz{ki}',GN
9107, 'ur-si4-da',PN
9108, '{d}suen-du10',PN
9109, '{d}szul-gi-a2-kalam',PN
9110, 'ka-u2-zi',PN
9111, 'lugal-x-lim',PN
9112, '{gesz}tir-ma-nu',FN
9113, 'lu2-{d}szul-pa-e3',PN
9114, 'ha-ba-lu5',PN
9115, 'igi-zu-bar-ra',PN
9116, 'lu2-ur',PN
9117, 'e2-{d}szakkan2',TN|FN
9118, 'a-a',FN
9119, 'mi',DN
9120, 'e2-uru11{ki}',GN
9121, 'nin-ne-sahar',PN
9122, 'a2-bi2-dingir',PN
9123, 'e2-hal-bi',PN
9124, 'e2-{d}ga2-tum3-du10',PN
9125, 'a-bi2{ki}',GN
9126, 'pu-ut-tu-li-um{ki}',GN
9127, 'i3-lum-a-bu-um',PN
9128, 'gu2-amusz',WN
9129, 'ka-gir',PN
9130, 'lugal-giri17-zal',PN
9131, 'a-pi4-sal{ki}',GN
9132, 'sa6-du3-a',FN
9133, 'ur-sag-pa-e3{ki}',GN
9134, 'i7-{d}nin-hur-sag',WN
9135, 'lu2-u2',PN
9136, 'AN-GA2-i3-sa6',PN
9137, 'lu2-gu2-na',PN
9138, '{d}szara2{ra}-kam',PN
9139, '{d}szara2-ra-kam',PN
9140, 'lugal-na4',PN
9141, 'ur-dub-szen-na',PN
9142, 'ku-um-da-nu-um',PN
9143, 'ir-tam-ma',PN
9144, 'igi-e2-duru5',PN
9145, 'ka-zi-li',PN
9146, 'ar-ha',PN
9147, 'szu-ur2{muszen}',PN
9148, 'zi-nu2',PN
9149, 'pi4-sal4',PN
9150, '{d}nin-x-x-da',DN
9151, 'ur-{d}nin-ki',PN
9152, '{d}nin-si-na-ka',PN
9153, 'e2-e-dar-a',FN
9154, 'i-szar-ra-he-de6-a',PN
9155, 'ab-ba-e2-a',PN
9156, 'ninda-szu',PN
9157, 'u2-za-ar-i-mi-an{ki}',GN
9158, 'bi-na-ra-tum{ki}',GN
9159, 'a-bi2-da',PN
9160, 'giri3-ni-x-x',PN
9161, 'ur-du10-ga',PN
9162, 'nu-uh2-dingir',PN
9163, 'si-a',PN
9164, 'szu-{d}BAD-szinig',PN
9165, 'ur-szum',PN
9166, 'ur-{d}GIN2-u2',PN
9167, 'sza3-igi-na',PN
9168, 'numun-sa6-ga',PN
9169, 'A',GN
9170, 'i7',WN
9171, 'ki',PN
9172, 'nu',PN
9173, 'giri3',PN
9174, 'UR',PN
9175, 'apin-ba-zi',FN
9176, 'zabar',FN
9177, 'A-kal-la',PN
9178, 'pu2-szu-i-ne',FN
9179, 'ARAD2-zu',PN
9180, 'lu2-nin-ga2-ka',PN
9181, 'ugnimx(|KI.SU.LU.NIG2|)',GN
9182, '{d}amar-suen',PN
9183, 'tab-ba-i3-li2-ke4-ne',PN
9184, '{d}szul-gi-hi-li-an-na',PN
9185, 'geme2-nin-e-i3-zu',PN
9186, '{d}gesztin-an-ka',PN
9187, '{d}utu-lu2',PN
9188, 'ba-da-UD-UD-la',PN
9189, '{gesz}szinig',WN
9190, '{d}nin-ti-lu2-ga',PN
9191, 'idigna-da',WN|GN
9192, 'a(ZA)-kal-la',PN
9193, 'a-hu-wa-gar3',PN
9194, 'a-la-a',PN
9195, 'a-na-mu',PN
9196, 'gar-me-du-du{ki}',GN
9197, 'a-sza',PN
9198, 'inim-x',PN
9199, 'a-sag-du3-du-igi-{d}ig-alim',FN
9200, 'amar-kiszi17',FN
9201, 'ar-erim2',FN
9202, 'bad3-iri-na',FN
9203, 'bar-rim4-gu-la',FN
9204, 'du6-imin',FN
9205, 'engur-a-ra-na',FN
9206, 'GAN2-en-nu',FN
9207, 'inim-ma-dingir-gu-la',FN
9208, 'lum-ma-da-mu2-a',FN
9209, 'me-lam2',FN
9210, '{d}ba-ba6-ig-ga-su3',FN
9211, 'a-gar-sag-du3',FN
9212, 'du6-gesz-i3',FN
9213, 'e-e2',FN
9214, 'e2-lugal-...',FN
9215, 'a-|ZI&ZI|-sze3-gu-la',FN
9216, 'KU-{d}nanna',FN
9217, 'musz-bi-edin-na',FN
9218, '{d}nin-ur4-ra-du6-na',FN
9219, 'a-ug3-ga2',PN
9220, '{d}nin-mar{ki}-palil',FN
9221, 'bar-ra-kar',FN
9222, 'ba-ti-la',PN
9223, 'gesz-bi-gesz-e-x',FN
9224, 'a-bu-um-mi-lum',PN
9225, 'sa-bu-um{ki}-ma',GN
9226, 'a-a-bi-nar',PN
9227, 'a-a-a-a',PN
9228, 'a-a-ab-ba',PN
9229, 'a-a-bi2-nar',PN
9230, 'a-a-dim2-alan',PN
9231, 'a-a-du6-lu5-la',PN
9232, 'a-a-gi7-ir',PN
9233, 'a-a-lu2-du10-a',PN
9234, 'a-a-ma-a',PN
9235, 'a-a-tesz2-mu',PN
9236, 'a-ab-ba-ba-asz2-ti',PN
9237, 'a-ab-ba-zi-mu',PN
9238, 'a-ab-ba:mu',PN
9239, 'a-ab-mi-ra-din',PN
9240, 'zi-da-ni-um{ki}',GN
9241, 'a-ad-da-ad',PN
9242, 'a-ad-...',PN
9243, 'a-al-ba-ni-du11',PN
9244, 'a-al-li2-mu',PN
9245, 'a-ama-la-lum',PN
9246, 'a-an-na-mu',PN
9247, 'a-ba(ZU)-dingir-mu-gin7',PN
9248, 'a-ba-an-ne2-se3-ge',PN
9249, 'a-ba-in-da-NE',PN
9250, 'a-ba-mu-da-zu',PN
9251, 'a-ba-na-da',PN
9252, 'a-ba-ni-da-bi2',PN
9253, 'a-ba-ni-se3-ge',PN
9254, 'a-ba-pa3',PN
9255, 'a-ba-{d}en-lil2-la2-gin7',PN
9256, 'i7-giri3-bi-nu-me-a-NE-KU',WN
9257, 'a-bi-a-num2',PN
9258, 'a-bi-la',PN
9259, 'a-bi-si-im-ti',PN
9260, 'nin-nig2',PN
9261, 'a-bi-sza-ru-um-e3',PN
9262, 'a-bi-nu-um',PN
9263, 'a-bi2-a-bi2-ih',PN
9264, 'a-bi2-a-pi2-ih',PN
9265, 'a-bi2-a-x',PN
9266, 'a-bi2-li2',PN
9267, 'a-bi2-li2-a',PN
9268, 'a-bi2-li2-gar3',PN
9269, 'a-bi2-na-ni',PN
9270, 'a-bi2-nar',PN
9271, 'a-bi2-nar-da',PN
9272, 'a-bi2-ne-ne',PN
9273, 'a-bi2-si2-im-ti-kam',PN
9274, 'a-bi2-UD',PN
9275, 'a-bi2-zi-im-ti-da-zi-bi-im',PN
9276, 'a-bi2-la-ti',PN
9277, 'a-bil3-gi',PN
9278, 'a-bu-um-i3-lum',PN
9279, 'a-bu-da-ab2',PN
9280, 'ma-ri2',GN
9281, 'a-bu-in-bar-x',PN
9282, 'a-bu-ma',PN
9283, 'a-bu-MI-dingir',PN
9284, 'a-bu-MI-lum',PN
9285, 'a-bu-MI-um',PN
9286, 'a-bu-szu-ni',PN
9287, 'a-bu-tum',PN
9288, 'uri5{ki}-ma-ka',GN
9289, 'ku-bu-nu-um',PN
9290, 'a-bu-um-dingir-ma',PN
9291, 'a-bu-um-mi-szar3',PN
9292, 'a-bu-um-...',PN
9293, 'a-bu-um-{d}amar-{d}suen-ka',PN
9294, 'a-bu-x',PN
9295, 'a-bu3-da',PN
9296, 'a-bu3-du10',PN
9297, 'a-bu3-szu-ni',PN
9298, 'a-bum(KA)-ma',PN
9299, 'gan-mah',FN
9300, 'gal-tur',FN
9301, 'a-u2-da-tur',WN|FN
9302, 'ki-BAD',FN
9303, 'i7-{d}amar-{d}suen-ke4-ga2',WN
9304, 'a-i3-zu',FN
9305, 'a-u2-da',FN
9306, 'ambar-tur',FN
9307, 'u2-du-lu2-sag10',FN
9308, 'du6-{d}nin-hur-sag',FN
9309, 'nigin8-e2-banszur',FN
9310, '{d}nin-ur4-ra-igi-e2-mah',FN
9311, 'e3-x',PN
9312, 'a-da-gal-szum',PN
9313, 'si-um',GN
9314, 'nigar{gar}-ki-du10-ga',PN
9315, '|PU3.SZA|-da-gan',GN
9316, 'a-da-me-ni',PN
9317, 'a-da-ni',PN
9318, 'a-dar-szen',PN
9319, 'ur-ki-ag2-mu',PN
9320, 'a-DU-e-na',PN
9321, 'a-DU-a-ni',PN
9322, 'a-e-ni',PN
9323, 'i7-sal4-la-ka',WN
9324, 'na-ra-am-{d}suen-usz2-a',RN
9325, '{d}inanna-ka-bur',FN
9326, 'sa-ri2-num2-ma',WN
9327, 'lugal-mes',PN
9328, 'gi-na-ab-tum',PN
9329, 'a-ga-am-{d}ba-ba6',PN
9330, 'a-ga-da-ni',PN
9331, 'a-ga-de3{ki}-a',GN
9332, 'tar-bu-bu',PN
9333, 'a-ga-{d}en-lil2-le',PN
9334, 'ku3-musz2',PN
9335, 'a-gi-pu-um',PN
9336, 'a-gi-ze2',PN
9337, 'a-gi-ze2{ki}',GN
9338, 'szu-ba-ti',PN
9339, 'a-bi-ma',PN
9340, 'a-gu-a-ni',PN
9341, 'i-szim-{d}szul-gi{ki}',PN
9342, 'a-gu-gu-a',PN
9343, 'a-gu-ma-ri',PN
9344, 'a-gu-za',PN
9345, 'a-gu4',PN
9346, 'a-gub-ba-na',PN
9347, 'a-ha-a',PN
9348, 'a-ha-am-wa-qar',PN
9349, 'a-ha-an-ni-szu',PN
9350, 'a-ha-an-szi-bu',PN
9351, 'a-ha-asz-sza',PN
9352, 'a-ha-ni-zu',PN
9353, 'a-hi-dingir',PN
9354, 'a-hi-ia3-bi2',PN
9355, 'a-SIG7',PN
9356, 'a-hu-e-er',PN
9357, 'a-hu-a-szu-ni',PN
9358, 'i3-li2-ba-ni',PN
9359, 'a-hu-gin7',PN
9360, 'a-hu-id-a',PN
9361, 'nu-me-i3',PN
9362, 'a-hu-na',PN
9363, 'lugal-ma2-HAR-dar',PN
9364, 'lu2-gu2',PN
9365, 'a-hu-ni-szi',PN
9366, 'a-hu-szu-ni-zi2',PN
9367, 'a-hu-tab',PN
9368, 'a-hu-u-ni',PN
9369, 'a-hu-um-ba-ni',PN
9370, 'a-hu-um-be-li2',PN
9371, 'a-hu-um-me-lum',PN
9372, 'sa-bu-um-ma{ki}',GN
9373, 'a-iri-mu',PN
9374, 'a-ka-du3-da',PN
9375, 'a-ka3-de3',GN
9376, 'a-ka3-de3{ki}',GN
9377, 'ab-be2-a',PN
9378, 'tul2-ta',PN
9379, 'ra-ra-dam',PN
9380, 'a-kalam',PN
9381, 'a-kalam-e-kam',PN
9382, 'a-ki-il3-szu',PN
9383, 'a-kiri3-zal',PN
9384, 'a-kun-NE',PN
9385, 'a-kux(LIL)-kux(LIL)',PN
9386, 'a2-ra-da-na',PN
9387, 'a-la-tum',PN
9388, 'a-li-szu-ni',PN
9389, 'a-li2-ba-asz-ti',PN
9390, 'a-li2-ni-su',PN
9391, 'a-li2-ni-x-...',PN
9392, 'a-lu',PN
9393, 'a-lu2-giri17-zal-lum',PN
9394, 'a-ma',PN
9395, 'a-ma-...',PN
9396, 'a-ma-da-dingir',PN
9397, 'a-mat-i3-li2',PN
9398, 'a-mun-ki',PN
9399, 'a-mur-e3',PN
9400, 'a-mur-kal-la',PN
9401, 'a-mur-la-ba',PN
9402, 'a-mur-{d}szakkan2-x-x',PN
9403, 'a-mur-{d}...',PN
9404, 'a-mur7-al-gar3',PN
9405, 'da-da-bu-us2',PN
9406, 'dingir-mu-ta-bil2',PN
9407, 'esz18-dar-dan-na-at',PN
9408, 'ki-in-{d}x-gi',PN
9409, 'mu-szu-i3-li2',PN
9410, 'a-na-at-e2-a',PN
9411, 'a-na-{d}szu-{d}suen-ta2-ki-il',PN
9412, 'a-NE-ki',PN
9413, 'a-ne-ti-ta-nu',PN
9414, 'a-ni-mu',PN
9415, 'a-nu-ARAD2-eb',PN
9416, 'x-tir-ra',FN
9417, 'ab-ba-dar',PN
9418, '{d}szara2-anzu2-babbar2',PN
9419, 'a-pi4-sal4{ki}-ka',GN
9420, 'a-pil2-ki-in',PN
9421, 'a-pil3-ki-in',PN
9422, '{d}amar-{d}suen-ni-tum',PN
9423, 'ga-ab-szu-um{ki}',GN
9424, 'x-a-kam',DN
9425, 'lugal-pa-ra-e3',PN
9426, '{d}nu-musz-da',DN
9427, 'a-ri-ib-a-tal',PN
9428, 'pu-sza-am',PN
9429, 'szi-ma-nu-um{ki}',GN
9430, 'a-ri-ib-hu-ub-bi',PN
9431, 'e2-dur2-du10',PN
9432, 'ur-{d}en-nu-gi',PN
9433, '{d}nin-sag-ub3{ki}',GN
9434, 'a-gu-ni-szu',PN
9435, 'a-sze-...',PN
9436, 'erim2-gi-gi-na{ki}',GN
9437, 'ab-ba-gin7',PN
9438, 'ARAD2-x-en',PN
9439, 'asz2-du-...',PN
9440, 'Bu3-lu5-lu5',PN
9441, 'da-ti-ki-za',PN
9442, 'ulu3-di(KI)',PN
9443, 'du-gu',PN
9444, 'unu{ki}-ga-asz',GN
9445, 'eb-la-a',PN
9446, 'sum-pu2-pu2',PN
9447, 'en-e-na-gu7',PN
9448, 'geme2-isz-dub-ba',PN
9449, 'giri3-ne2-ba-tusz',PN
9450, 'gu-u2-u2',PN
9451, 'hu-ru-mu',PN
9452, 'hu-ru-tur',PN
9453, 'ig-ku-du10-ga',PN
9454, 'im-KU-si',PN
9455, 'ki-nu-nir{ki}-ki-du10',GN
9456, 'ku-da-gar3',PN
9457, 'ku-du10-lal3',PN
9458, '{d}nanna-ka',PN
9459, 'ma2-gal-gal',RN
9460, 'lu2-ba-sag3',PN
9461, 'bad3-ti-bi2-ra{ki}',PN
9462, 'lugal-asila3',PN
9463, 'nig2-NE-na',PN
9464, 'lugal-nu-kusz2',PN
9465, 'lugal-zimbir{ki}',PN
9466, 'mar-...-szusz3-{d}x-...',PN
9467, 'MI-li2',PN
9468, 'nin-disz-{d}utu-bi',PN
9469, 'nin-edin-ne2',PN
9470, 'sag-{d}inanna',PN
9471, 'sipa-ki-ni',PN
9472, 'szar-ru-su-da-bad3',PN
9473, 'ur-AB-...',PN
9474, 'ur-da-mu-ge-en',PN
9475, 'ur-sa6-x',PN
9476, 'ur-szu-mu-gi4',PN
9477, 'ur-{d}inanna-zabala{ki}',PN
9478, 'ur-{d}mu-ru-ka',PN
9479, 'ur-{d}nin-ka9',PN
9480, 'ur-{d}pa-bil3',PN
9481, 'uszum:gal-ni',DN
9482, 'za-ba-al-li2-a',PN
9483, 'za-ga-NI-la',PN
9484, 'har-da-hi{ki}',GN
9485, '{d}nin-e2-gibil4-le{ki}',GN
9486, '{d}nin-gesz-zi-da-nir-gal2',PN
9487, '{d}nin-lil2-e2-mu-tu-ud',PN
9488, '{d}utu-ha-ma-ti',PN
9489, 'a-sar-an-ti-la',PN
9490, 'a-si-{d}szakkan2',PN
9491, 'a-sila-luh',PN
9492, 'a-sur2-du7-ra2',PN
9493, 'a-sza-an{ki}',GN
9494, 'GAN2-masz2',FN
9495, 'sza3',PN|FN
9496, 'a-ba-gal-{d}en-lil2-la2',FN
9497, 'nin-amasz-zi',PN|FN
9498, 'u2-ki-mun-mu2-a',FN
9499, 'a-ama',FN
9500, 'a-ambar-es3-sa2-egir-e2-ta-DU',FN
9501, 'a-ambar-tur',FN
9502, 'a-ba-a-ge6-i3-gi4-gi4',FN
9503, 'a-ba-gal-GAN2-i3-szub-ba',FN
9504, 'a-ba-gal-pisan-{gesz}i3-szub-ba',FN
9505, 'a-ba-gal-sag-an-na',FN
9506, 'a-ba-sig7-gu-la',FN
9507, 'a-bu3-A',FN
9508, 'a-bu3-du-du',FN
9509, 'a-dalla-GAN2-lu2-{d}szara2',FN
9510, 'a-DISZ-tur',FN
9511, 'a-DU-nu-ti',FN
9512, 'a-du11-ge-zi',FN
9513, 'a-egir-a-u2-da-tur',FN
9514, 'a-egir-ur-gu',PN
9515, 'a-gal',FN
9516, 'a-GAN2-nu',FN
9517, 'a-GAN2-ma-an-ti',FN
9518, 'a-gar-szuszin{ki}',FN
9519, 'a-gar3-gibil',FN
9520, 'a-gar3-gu-la',FN
9521, 'a-gar3-kal-la',FN
9522, 'a-gar3-tur',FN
9523, 'a-gar3-{d}szakkan2',FN
9524, 'a-gesztin-e2-lugal-ku3-ga',FN
9525, 'a-gesztin-gir4-u',FN
9526, 'a-gesztin-na-dab5-ba',FN
9527, 'a-gesztin-na-GAN2-|NINDA2xU|-a',FN
9528, 'a-gesztin-na-gu-la',FN
9529, 'a-gesztin-u6-lugal-ku3-ga',FN
9530, 'a-gesztin-us2-sa-dumu-lugal',FN
9531, 'a-gesztin-{d}nin-...',FN
9532, 'a-gesztin-{d}x-...',FN
9533, 'a-gu7-du',FN
9534, 'a-gug-mu2-da',FN
9535, 'a-gur8',FN
9536, 'a-hi-a{ki}',FN
9537, 'a-hi-uh3{ki}',FN
9538, 'a-i7-gi7-du',FN
9539, 'a-iri-ni',FN
9540, 'lugal-nam-tar-re-da',FN
9541, 'a-KA-HU',FN
9542, 'a-ka-sahar-gu-la',FN
9543, 'a-ka-sahar-tur',FN
9544, 'a-ka-...',FN
9545, 'a-ki-szah2',FN
9546, 'a-ki-uru16',FN
9547, 'a-lal3',FN
9548, 'a-lal3-gu-la',FN
9549, 'a-lal3-tur',FN
9550, 'a-na-da-hul-engar',FN
9551, 'a-naga-zu',FN
9552, 'a-pa4-gal-{d}en-lil2-la2',FN
9553, 'a-pa4-SIG7',FN
9554, 'a-pa4-SIG7-gu-la',FN
9555, 'a-pi4-sal4-la{ki}',GN
9556, 'a-pu3-du-du',FN
9557, 'a-ra-li',FN
9558, 'a-sag-du3-du-gu-la',FN
9559, 'a-sag-kak-DU',FN
9560, 'a-sag-ub3{ki}',FN
9561, 'a-sal4-{d}ba-ba6',FN
9562, 'a-sig7-tur',FN
9563, 'a-suhur',FN
9564, 'a-suhur-gu-la',FN
9565, 'a-u2-da-gu-la',FN
9566, 'a-ubi',FN
9567, 'a-uh3-a',FN
9568, 'a-ur-im',FN
9569, 'a-{gesz}balag-a',FN
9570, 'a-{gesz}banszur',FN
9571, 'a-|LAGABxX|-tur',FN
9572, 'a2-gi4-a',FN
9573, 'a2-bala',FN
9574, 'a2-du-ni',FN
9575, 'a2-ti',PN|FN
9576, 'a2-ze2',FN
9577, 'ab-ba-nu-mu-na-gal2',FN
9578, 'ab-bu-u4',FN
9579, 'ab-bu-u4-da',FN
9580, 'ab-bu-u4-gu-la',FN
9581, 'ab-lu-na',FN
9582, 'ab-me-lum',FN
9583, 'GAN2-dadag-ga',FN
9584, 'AB{ki}',GN|FN
9585, 'akszak2',FN
9586, 'al-ag-ga',FN
9587, 'am-me-er',FN
9588, 'ama-dingir-re-ne',PN|FN
9589, 'ama-zi-da',FN
9590, 'ama-{d}inanna',FN
9591, 'amar-kiszi17-a2-kam-sal4-la{ki}',FN
9592, 'amar-{d}suen-{d}szara2-ki-ag2',FN
9593, 'amar-{gesz}kisig2',FN
9594, 'amar-{gesz}{u2}kiszi17',FN
9595, 'ambar',FN
9596, 'ambar-a-gug4',FN
9597, 'ambar-a-uri3',FN
9598, 'ambar-ebih{ki}',FN
9599, 'ambar-es3-sa2-{d}dumu-zi',FN
9600, 'ambar-es3-sa2-{d}nin-dar-a',FN
9601, 'ambar-esz3',FN
9602, 'ambar-gesz-du3-a',FN
9603, 'ambar-mah',FN
9604, 'ambar-sur-ra',FN
9605, 'ambar-tur-{d}nin-dar-a',FN
9606, 'an-dim2-dim2-ma',FN
9607, 'an-ne2-ga2',FN
9608, 'an-ne2-gar',FN
9609, 'ansze-gu4-gid2-da',FN
9610, 'ar-mu-na-DU',FN
9611, 'ar-mu-na-DU-gu-la',FN
9612, 'ar-mu-na-DU-tur',FN
9613, 'e2-duru5-ur-{gesz}gigir',FN
9614, 'ar-...-x-ba-na',FN
9615, 'ar2-tir',FN
9616, 'ba-lu5-mu',FN
9617, 'ba-na-sa6',FN
9618, 'bad3-du3',FN
9619, 'bad3-x',FN
9620, 'bad3{ki}',GN|FN
9621, 'esz2-dam',FN
9622, 'bar-rim4(DU)-gu-la',FN
9623, 'be6-li-ha-GAN2-ur-mes',FN
9624, 'be6-li-x',FN
9625, 'BI-gu-la',FN
9626, 'bu3-ma',FN
9627, 'bur-x-...',FN
9628, 'da-ad',FN
9629, 'da-du6',FN
9630, 'da-gi4-a',FN
9631, 'da-gi4-a-tur',FN
9632, 'da-hul2-la',FN
9633, 'da-hul2-la-{d}nansze',FN
9634, 'da-sukkal-mah',FN
9635, 'da-sze-hu-um',FN
9636, 'da-umma{ki}',FN
9637, 'da-ur3',FN
9638, 'da-...-sal',FN
9639, 'da-an-da-na',FN
9640, 'dal-ba-ba-{d}na-ru2-a',FN
9641, 'dal-ba-na-sag-erin-du8',FN
9642, 'dam',FN
9643, 'dam-ha-zi',FN
9644, 'di-...',FN
9645, 'di3-ma-at-{d}en-lil2',FN
9646, 'din-sila3-de2',FN
9647, 'dingir-ra',FN
9648, 'diri',FN
9649, 'du10-gal-gu-la',FN
9650, 'du10-ge-sa6-ga',FN
9651, 'du11-ga-x-zi',FN
9652, 'du3-igi-iri-u',FN
9653, 'du6-a-hu',FN
9654, 'du6-asz',FN
9655, 'du6-ba-sza-lum',FN
9656, 'du6-ga-ka',FN
9657, 'du6-GAN2-NI-...',FN
9658, 'du6-ge6',FN
9659, 'du6-ge6-ge6',FN
9660, 'du6-gesz-i3-ka',FN
9661, 'du6-gig',FN
9662, 'du6-imin-na',FN
9663, 'du6-imin-{d}ig-alim',FN
9664, 'du6-ka',FN
9665, 'du6-ku3',FN
9666, 'a-tesz2-ni2',FN
9667, 'du6-lugal',FN
9668, 'du6-lugal-sipa',FN
9669, 'du6-mu-la-ka',FN
9670, 'du6-nunuz',FN
9671, 'du6-nunuz-{d}nin-sun2',FN
9672, 'du6-sahar',FN
9673, 'du6-su',PN|FN
9674, 'du6-{d}ur3-bar-tab',FN
9675, 'du6-{gesz}ma-nu',FN
9676, 'du6-{u2}kiszi17',FN
9677, 'du8-e-x',FN
9678, 'dub-si-bi-e2',FN
9679, 'dug-erin2-na',FN
9680, 'dumu-an-ka',FN
9681, 'dur3-ad6',FN
9682, 'dur9{ur3}-re-gar',FN
9683, 'e-da-an-x',FN
9684, 'e-e2-gu-la',FN
9685, 'e-gu3-de2-a',FN
9686, 'e-kid',FN
9687, 'e-na-gur5-ne',FN
9688, 'e-su-dar',FN
9689, 'e-su13-dar',FN
9690, 'e-{gesz}ge6-par4',FN
9691, 'gir-gi4-lu',PN
9692, 'e2-AN-...',FN
9693, 'e2-ansze',FN
9694, 'e2-bil-le',FN
9695, 'e2-bil-le-tur',FN
9696, 'e2-da-sur',FN
9697, 'e2-da-tug2',FN
9698, 'e2-da-lu2-kal-la',FN
9699, 'e2-da{ki}',FN
9700, 'e2-du10-us2',PN|FN
9701, 'e2-duru5-ad-da',FN
9702, 'e2-duru5-ba-zi',FN
9703, 'e2-duru5-lu2-ma2-gan{ki}',FN
9704, 'e2-duru5-mu-la',FN
9705, 'e2-duru5-nin-si-ga',FN
9706, 'e2-duru5-...',FN
9707, 'e2-ga-sur',FN
9708, 'e2-gibil4-le-tur',FN
9709, 'e2-gibil4-le-gu-la',FN
9710, 'e2-gibil-le',FN
9711, 'e2-gir-gi4-lu2',FN
9712, 'e2-he-gal2',FN
9713, 'e2-igi-il2',PN
9714, 'e2-lugal-ka',FN
9715, 'e2-lugal-ku3-ga',FN
9716, 'e2-mar-za{ki}',FN
9717, 'e2-mi2-us2-sa2',FN
9718, 'e2-NE-li',FN
9719, 'e2-nirx(|MIR.ZA|)-u2-ni',FN
9720, 'e2-sipa-tur',FN
9721, 'e2-u3-ne',FN
9722, 'e2-{d}dumu-zi-da',FN
9723, 'e2-{d}lugal-ku3-ga',FN
9724, 'edin-{d}amar-{d}suen-gin7-du10',FN
9725, 'egir-a-sza3-ga',FN
9726, 'egir-e2-amar-ka',FN
9727, 'egir-{d}szul-pa-e3',DN
9728, 'elam-e-gar-ra',FN
9729, 'elam-gar',FN
9730, 'e-e2-a-gar',FN
9731, 'en-du8-du:ta',FN
9732, 'en-e-gu3-ba-de3',FN
9733, 'en-e-ka-ba-an-de2-gu-la',FN
9734, 'en-e-ka-ba-an-de2-tur',FN
9735, 'en-en-nu-lum-ma',FN
9736, 'en-gaba-du',FN
9737, 'en-gaba-DU',FN
9738, 'en-gaba-du8',FN
9739, 'en-ni2-lum-ma',FN
9740, 'en-nir-zi-an-na',FN
9741, 'en-nu-lum-ma-ka',FN
9742, 'en-x-...-x',FN
9743, 'en-{d}nansze',FN
9744, 'ensi2',FN
9745, 'ensi2-ka',FN
9746, 'erin2-gir2-su{ki}-ka',FN
9747, 'es3-sa2-la-x',FN
9748, 'es3-sa2',FN
9749, 'esz3-didli-ma-da',FN
9750, 'esz3-{d}nansze-da-hi-li-e-gar',FN
9751, 'ga-KA',FN
9752, 'ga-ka',FN
9753, 'na-gab2-tum',FN
9754, 'ga-...-ka',FN
9755, 'ga2-gi',FN
9756, 'ga2-ni-ab-ba-na',FN
9757, 'ga2-nun-gal',FN
9758, 'ga2-sug-ge-hu',FN
9759, 'GA2-{gesz}i3-szub',FN
9760, '{d}szara2-a2-i7-gibil',FN
9761, 'gaba-a-bu3-du-du',FN
9762, 'gaba-ambar-ga',FN
9763, 'gaba-ambar-gu4',FN
9764, 'gaba-ambar-nina{ki}',FN
9765, 'gaba-bara2',FN
9766, 'gaba-e2-gibil-ka',FN
9767, 'gaba-e2-lugal',FN
9768, 'gaba-gu2-edin-na',FN
9769, 'gaba-gu4-{kusz}suhub2',FN
9770, 'gaba-he-gal2-gu-la',FN
9771, 'gaba-i7-sal4-la{ki}',FN
9772, 'gaba-im-x-ga2',FN
9773, 'gaba-kar',FN
9774, 'gaba-ki-ak',FN
9775, 'gaba-ki-x',FN
9776, 'gaba-LAGAB',FN
9777, 'gaba-musz-bi-edin-na',FN
9778, 'gaba-nigin9-dara3',FN
9779, 'gaba-su3-GAN2',FN
9780, 'gaba-sug-ga',FN
9781, 'gaba-sza3-{d}en-lil2-la2-ka',FN
9782, 'gaba-tum-al',FN
9783, 'gaba-zalag-ga',FN
9784, 'gaba-{d}hendur-sag',FN
9785, 'gaba-{d}nansze-gar',FN
9786, 'gaba-{d}nin-ki-ka',FN
9787, 'gaba-{gesz}ma-nu',FN
9788, 'GAN2-...-{d}szara2',FN
9789, 'GAN2-alan',FN
9790, 'GAN2-ansze-libir',FN
9791, 'GAN2-bu-x-x',FN
9792, 'GAN2-GIR3-u3-a-a-egir-GAN2-lu2-{d}szara2',FN
9793, 'GAN2-gu-la',FN
9794, 'GAN2-ku-mul',FN
9795, 'GAN2-lu2-pa3-da',FN
9796, 'GAN2-lu2-{d}si',FN
9797, 'GAN2-lu2-{d}szara2',FN
9798, 'GAN2-lugal',FN
9799, 'GAN2-si-mu',FN
9800, 'GAN2-tur',FN
9801, 'GAN2-ur-e2',FN
9802, 'GAN2-{gesz}asal2',FN
9803, 'GAN2-{gesz}banszur',FN
9804, 'GAN2-{gesz}szinig-pa5',FN
9805, 'GAN2-gu4-suhub2',FN
9806, 'gar3-x',FN
9807, 'gar3-mud',FN
9808, 'gar3-mud-igi-ab-ba-sa6-ga',FN
9809, 'gesz-gi-gal',FN
9810, 'gesz-gi-szudul4-la',FN
9811, 'gesz-ba-szub-ba',FN
9812, 'gesz-bi-gesz-e-gar',FN
9813, 'gesz-bi-gu2-su3-ra',FN
9814, 'gesz-gi-banda3',FN
9815, 'gesz-gi-banda3{da}',FN
9816, 'gesz-gi-dul9-la-tur',FN
9817, 'gesz-gi-dul9-la',FN
9818, 'gesz-gi-dul9-tur',FN
